#lam	led1	led2	led3	led4	led5	led6	led7	led8	led9	led10
#360	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#362	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#364	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#366	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#368	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#370	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#372	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#374	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#376	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#378	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#380	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#382	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#384	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#386	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
#388	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
390	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
392	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
394	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
396	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
398	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
400	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
402	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
404	0.	0.	0.	0.	0.021069343765229766	0.	0.	0.	0.	0.
406	0.012508846336172249	0.	0.	0.	0.01564896178275157	0.	0.	0.	0.	0.
408	0.1034285176594195	0.	0.	0.	0.02810371094160839	0.	0.	0.	0.	0.
410	0.15138042508337052	0.	0.	0.	0.0470058071757036	0.	0.	0.	0.	0.
412	0.20272465346881502	0.	0.	0.	0.051813151042095516	0.	0.	0.	0.	0.
414	0.32121450028483767	0.	0.	0.	0.06606190289002625	0.	0.	0.	0.	0.
416	0.4711574875511104	0.	0.	0.	0.08965209523683675	0.	0.	0.	0.	0.
418	0.7065352022010669	0.	0.	0.	0.11380681351930118	0.	0.	0.	0.	0.
420	1.0744752015672947	0.	0.	0.	0.1347768214537478	0.	0.	0.	0.	0.
422	1.620066803880646	0.	0.	0.	0.1566432183144501	0.	0.	0.	0.	0.
424	2.4679812407842685	0.	0.	0.	0.18127640038692244	0.	0.	0.	0.	0.
426	3.7408218399907684	0.06911323831012302	0.	0.	0.1952612473022419	0.	0.	0.	0.	0.
428	5.396065911250903	0.11582575043951147	0.	0.	0.18968442219881987	0.	0.	0.	0.	0.
430	7.590955259225096	0.18021547318085956	0.	0.	0.17698483550373892	0.	0.	0.	0.	0.
432	10.237751049282084	0.24134366274322713	0.	0.	0.15627015449546597	0.	0.	0.	0.	0.
434	13.312787133677206	0.355778771721705	0.	0.	0.1348601043928166	0.	0.	0.	0.	0.
436	16.790166923389044	0.48829044920518333	0.	0.	0.11573214052928972	0.	0.	0.	0.	0.
438	21.03771886523457	0.6967552271073522	0.	0.	0.10010002705915272	0.	0.	0.	0.	0.
440	26.49137856690075	0.9977910019677357	0.	0.	0.09337622126068179	0.	0.	0.	0.	0.
442	34.589860269003566	1.437153799272745	0.	0.	0.09218071741209766	0.	0.	0.	0.	0.
444	44.60315031043306	1.9944356984233955	0.	0.	0.08830989628423792	0.	0.	0.	0.	0.
446	55.297370475334084	2.759763618653193	0.	0.	0.09344899951910973	0.	0.	0.	0.	0.
448	63.70988079075232	3.8153745712292997	0.	0.	0.09864832767637588	0.	0.	0.	0.	0.
450	66.50452799452366	5.311575859644402	0.	0.	0.09803089593656426	0.	0.	0.	0.	0.
452	61.09716521543929	7.392753455557175	0.036592538625067804	0.	0.09104089632658745	0.	0.	0.	0.	0.
454	50.192976346736124	10.348317301765915	0.08129122925296176	0.	0.07862655830330326	0.	0.	0.	0.	0.
456	37.83245609956	14.163868112203652	0.11036696378970617	0.	0.06778960582291917	0.	0.	0.	0.	0.
458	28.667723152476942	19.386373501839625	0.13397575668564982	0.	0.05610603127697243	0.	0.	0.	0.	0.
460	23.475854191410807	26.549639630062796	0.1853885947501669	0.	0.053323545221912995	0.	0.	0.	0.	0.
462	19.984546052657556	35.28086857805151	0.24159159883791048	0.	0.05841668709082782	0.	0.	0.	0.	0.
464	17.0010881381463	44.79604391909534	0.33043289071116794	0.	0.06573002776603036	0.	0.	0.	0.	0.
466	14.245040857878752	54.93691114545486	0.434441616132019	0.	0.07494867674593726	0.	0.	0.	0.	0.
468	11.562134677764654	64.51559916401014	0.6028197363893194	0.	0.08992373894366569	0.	0.	0.	0.	0.
470	9.087468162676096	71.41806212187218	0.8257990495725398	0.	0.10284819847238234	0.	0.	0.	0.	0.
472	7.109929604320075	74.02295631699401	1.1419853398396393	0.04207512426050944	0.1189647818823895	0.	0.	0.	0.	0.
474	5.691613700032526	72.44720210428883	1.5955179388615772	0.06269140358684781	0.14872348654485343	0.	0.	0.	0.	0.
476	4.724276473420266	67.15822450687779	2.2123959402423985	0.08464398658385407	0.1874227881880609	0.	0.	0.	0.	0.
478	4.09953876138272	60.55904459118069	3.0647560688133435	0.10520821635111006	0.24227579972277166	0.	0.	0.	0.	0.
480	3.5452615016547706	53.45052069910562	4.203036066680892	0.1407665240951495	0.3181049302915878	0.	0.	0.	0.	0.
482	3.028862902551098	46.9752110370816	5.7146653273169745	0.18868326278187167	0.410033295435951	0.	0.	0.	0.	0.
